;Tweet;Sentimen;ProcessedText;step01;tokens;tokens_perbaikan;Stop_removal;step02;step03_stemmed
881;Ketua Pengarah Kesihatan Datuk Dr Noor Hisham Abdullah berkata, pihaknya membuat 2,054 saringan ke atas penduduk di Menara Plaza City One dan daripada jumlah itu, 30 positif Covid-19.;1.0;ketua arah kesihatan datuk noor hisham abdullah saring duduk menara plaza city one positif covid;ketua pengarah kesihatan datuk dr noor hisham abdullah berkata pihaknya membuat saringan ke atas penduduk di menara plaza city one dan daripada jumlah itu positif covid;['ketua', 'pengarah', 'kesihatan', 'datuk', 'dr', 'noor', 'hisham', 'abdullah', 'berkata', 'pihaknya', 'membuat', 'saringan', 'ke', 'atas', 'penduduk', 'di', 'menara', 'plaza', 'city', 'one', 'dan', 'daripada', 'jumlah', 'itu', 'positif', 'covid'];['ketua', 'pengarah', 'kesihatan', 'datuk', 'dari', 'noor', 'hisham', 'abdullah', 'berkata', 'pihaknya', 'membuat', 'saringan', 'ke', 'atas', 'penduduk', 'di', 'menara', 'plaza', 'city', 'one', 'dan', 'daripada', 'jumlah', 'itu', 'positif', 'covid'];['ketua', 'pengarah', 'kesihatan', 'datuk', 'noor', 'hisham', 'abdullah', 'saringan', 'penduduk', 'menara', 'plaza', 'city', 'one', 'positif', 'covid'];ketua pengarah kesihatan datuk noor hisham abdullah saringan penduduk menara plaza city one positif covid;ketua arah kesihatan datuk noor hisham abdullah saring duduk menara plaza city one positif covid
882;Bagi aku elok je rmo ni extend, fasa ke 3 ni patut diperketatkan lagi. Tak boleh lah sesetangah industri di buka, barber shop lah apa lah. Tahu semua rugi. Tapi demi kesihatan, demi negara bebas covid, kena berkorban.;1.0;elok je rmo extend fasa patut ketat sesetangah industri buka barber shop rugi kesihatan negara bebas covid kena korban;bagi aku elok je rmo ni extend fasa ke ni patut diperketatkan lagi tak boleh lah sesetangah industri di buka barber shop lah apa lah tahu semua rugi tapi demi kesihatan demi negara bebas covid kena berkorban;['bagi', 'aku', 'elok', 'je', 'rmo', 'ni', 'extend', 'fasa', 'ke', 'ni', 'patut', 'diperketatkan', 'lagi', 'tak', 'boleh', 'lah', 'sesetangah', 'industri', 'di', 'buka', 'barber', 'shop', 'lah', 'apa', 'lah', 'tahu', 'semua', 'rugi', 'tapi', 'demi', 'kesihatan', 'demi', 'negara', 'bebas', 'covid', 'kena', 'berkorban'];['bagi', 'aku', 'elok', 'je', 'rmo', 'ini', 'extend', 'fasa', 'ke', 'ini', 'patut', 'diperketatkan', 'lagi', 'tak', 'boleh', 'lah', 'sesetangah', 'industri', 'di', 'buka', 'barber', 'shop', 'lah', 'apa', 'lah', 'tahu', 'semua', 'rugi', 'tapi', 'demi', 'kesihatan', 'demi', 'negara', 'bebas', 'covid', 'kena', 'berkorban'];['elok', 'je', 'rmo', 'extend', 'fasa', 'patut', 'diperketatkan', 'sesetangah', 'industri', 'buka', 'barber', 'shop', 'rugi', 'kesihatan', 'negara', 'bebas', 'covid', 'kena', 'berkorban'];elok je rmo extend fasa patut diperketatkan sesetangah industri buka barber shop rugi kesihatan negara bebas covid kena berkorban;elok je rmo extend fasa patut ketat sesetangah industri buka barber shop rugi kesihatan negara bebas covid kena korban
883;Amerika Egois!? Potret buruknya negara kapitalis tangangi COVID 19;-1.0;amerika egois potret buruk negara kapitalis tangangi covid;amerika egois potret buruknya negara kapitalis tangangi covid;['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangangi', 'covid'];['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangangi', 'covid'];['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangangi', 'covid'];amerika egois potret buruknya negara kapitalis tangangi covid;amerika egois potret buruk negara kapitalis tangangi covid
884;Imbas Pandemi Covid-19, Renault Liburkan Karyawan Tim hingga Akhir Mei;0.0;imbas pandemi covid renault libur karyawan tim mei;imbas pandemi covid renault liburkan karyawan tim hingga akhir mei;['imbas', 'pandemi', 'covid', 'renault', 'liburkan', 'karyawan', 'tim', 'hingga', 'akhir', 'mei'];['imbas', 'pandemi', 'covid', 'renault', 'liburkan', 'karyawan', 'tim', 'hingga', 'akhir', 'mei'];['imbas', 'pandemi', 'covid', 'renault', 'liburkan', 'karyawan', 'tim', 'mei'];imbas pandemi covid renault liburkan karyawan tim mei;imbas pandemi covid renault libur karyawan tim mei
885;Malam Ini NU dan Muhammadiyah Inggris Kaji Voluntarisme Covid-19;1.0;malam nu muhammadiyah inggris kaji voluntarisme covid;malam ini nu dan muhammadiyah inggris kaji voluntarisme covid;['malam', 'ini', 'nu', 'dan', 'muhammadiyah', 'inggris', 'kaji', 'voluntarisme', 'covid'];['malam', 'ini', 'nu', 'dan', 'muhammadiyah', 'inggris', 'kaji', 'voluntarisme', 'covid'];['malam', 'nu', 'muhammadiyah', 'inggris', 'kaji', 'voluntarisme', 'covid'];malam nu muhammadiyah inggris kaji voluntarisme covid;malam nu muhammadiyah inggris kaji voluntarisme covid
886;Corona Makin Merajalela, Motivator Tung Desem Waringin Positif Terinfeksi Covid-19 lewat;0.0;corona rajalela motivator tung desem waringin positif infeksi covid;corona makin merajalela motivator tung desem waringin positif terinfeksi covid lewat;['corona', 'makin', 'merajalela', 'motivator', 'tung', 'desem', 'waringin', 'positif', 'terinfeksi', 'covid', 'lewat'];['corona', 'makin', 'merajalela', 'motivator', 'tung', 'desem', 'waringin', 'positif', 'terinfeksi', 'covid', 'lewat'];['corona', 'merajalela', 'motivator', 'tung', 'desem', 'waringin', 'positif', 'terinfeksi', 'covid'];corona merajalela motivator tung desem waringin positif terinfeksi covid;corona rajalela motivator tung desem waringin positif infeksi covid
887;Benar la yb. Elok tak kena darah tinggi dari kena covid;0.0;la yb elok kena darah kena covid;benar la yb elok tak kena darah tinggi dari kena covid;['benar', 'la', 'yb', 'elok', 'tak', 'kena', 'darah', 'tinggi', 'dari', 'kena', 'covid'];['benar', 'la', 'yb', 'elok', 'tak', 'kena', 'darah', 'tinggi', 'dari', 'kena', 'covid'];['la', 'yb', 'elok', 'kena', 'darah', 'kena', 'covid'];la yb elok kena darah kena covid;la yb elok kena darah kena covid
888;Covid aja yg ilang,kamu jangan:'');0.0;covid ilangkamu;covid aja yg ilangkamu jangan;['covid', 'aja', 'yg', 'ilangkamu', 'jangan'];['covid', 'saja', 'yang', 'ilangkamu', 'jangan'];['covid', 'ilangkamu'];covid ilangkamu;covid ilangkamu
889;covid-19 menyusahkan semuanya.;-1.0;covid susah;covid menyusahkan semuanya;['covid', 'menyusahkan', 'semuanya'];['covid', 'menyusahkan', 'semuanya'];['covid', 'menyusahkan'];covid menyusahkan;covid susah
890;Penerima harus beragama Islam. Lembaga bantuan berbasis agama memangnya tidak mau atau tidak boleh membantu orang susah yang beragama lain, sih? Syarat Penerima Bantuan Covid-19 di Bangka Belitung Harus Beragama Islam;-1.0;terima agama islam lembaga bantu bas agama memang bantu orang susah agama sih syarat terima bantu covid bangka belitung agama islam;penerima harus beragama islam lembaga bantuan berbasis agama memangnya tidak mau atau tidak boleh membantu orang susah yang beragama lain sih syarat penerima bantuan covid di bangka belitung harus beragama islam;['penerima', 'harus', 'beragama', 'islam', 'lembaga', 'bantuan', 'berbasis', 'agama', 'memangnya', 'tidak', 'mau', 'atau', 'tidak', 'boleh', 'membantu', 'orang', 'susah', 'yang', 'beragama', 'lain', 'sih', 'syarat', 'penerima', 'bantuan', 'covid', 'di', 'bangka', 'belitung', 'harus', 'beragama', 'islam'];['penerima', 'harus', 'beragama', 'islam', 'lembaga', 'bantuan', 'berbasis', 'agama', 'memangnya', 'tidak', 'mau', 'atau', 'tidak', 'boleh', 'membantu', 'orang', 'susah', 'yang', 'beragama', 'lain', 'sih', 'syarat', 'penerima', 'bantuan', 'covid', 'di', 'bangka', 'belitung', 'harus', 'beragama', 'islam'];['penerima', 'beragama', 'islam', 'lembaga', 'bantuan', 'berbasis', 'agama', 'memangnya', 'membantu', 'orang', 'susah', 'beragama', 'sih', 'syarat', 'penerima', 'bantuan', 'covid', 'bangka', 'belitung', 'beragama', 'islam'];penerima beragama islam lembaga bantuan berbasis agama memangnya membantu orang susah beragama sih syarat penerima bantuan covid bangka belitung beragama islam;terima agama islam lembaga bantu bas agama memang bantu orang susah agama sih syarat terima bantu covid bangka belitung agama islam
891;ayo kita bersama sama cegah penyebaran covid-19!!;1.0;ayo cegah sebar covid;ayo kita bersama sama cegah penyebaran covid;['ayo', 'kita', 'bersama', 'sama', 'cegah', 'penyebaran', 'covid'];['ayo', 'kita', 'bersama', 'sama', 'cegah', 'penyebaran', 'covid'];['ayo', 'cegah', 'penyebaran', 'covid'];ayo cegah penyebaran covid;ayo cegah sebar covid
892;Lg covid 19 gini hidup semua susah, mau mkn susah cari nafkah juga susah, pgn nangis teriak tp ya prcuma mesti sabar dan kuat, ada Tuhan bersamaku..;1.0;lg covid gin hidup susah makan susah cari nafkah susah pgn nang teriak iya prcuma mesti sabar kuat tuhan sama;lg covid gini hidup semua susah mau mkn susah cari nafkah juga susah pgn nangis teriak tp ya prcuma mesti sabar dan kuat ada tuhan bersamaku;['lg', 'covid', 'gini', 'hidup', 'semua', 'susah', 'mau', 'mkn', 'susah', 'cari', 'nafkah', 'juga', 'susah', 'pgn', 'nangis', 'teriak', 'tp', 'ya', 'prcuma', 'mesti', 'sabar', 'dan', 'kuat', 'ada', 'tuhan', 'bersamaku'];['lg', 'covid', 'gini', 'hidup', 'semua', 'susah', 'mau', 'makan', 'susah', 'cari', 'nafkah', 'juga', 'susah', 'pgn', 'nangis', 'teriak', 'tapi', 'iya', 'prcuma', 'mesti', 'sabar', 'dan', 'kuat', 'ada', 'tuhan', 'bersamaku'];['lg', 'covid', 'gini', 'hidup', 'susah', 'makan', 'susah', 'cari', 'nafkah', 'susah', 'pgn', 'nangis', 'teriak', 'iya', 'prcuma', 'mesti', 'sabar', 'kuat', 'tuhan', 'bersamaku'];lg covid gini hidup susah makan susah cari nafkah susah pgn nangis teriak iya prcuma mesti sabar kuat tuhan bersamaku;lg covid gin hidup susah makan susah cari nafkah susah pgn nang teriak iya prcuma mesti sabar kuat tuhan sama
893;yarabbi, banyak banget ya berita perawat atau pasien yg postif COVID-19 ditolak jenazahnya waktu mau dimakamkan. gila jahat bgt ya manusia;-1.0;yarabbi banget iya berita awat pasien postif covid tolak jenazah makam gila jahat banget iya manusia;yarabbi banyak banget ya berita perawat atau pasien yg postif covid ditolak jenazahnya waktu mau dimakamkan gila jahat bgt ya manusia;['yarabbi', 'banyak', 'banget', 'ya', 'berita', 'perawat', 'atau', 'pasien', 'yg', 'postif', 'covid', 'ditolak', 'jenazahnya', 'waktu', 'mau', 'dimakamkan', 'gila', 'jahat', 'bgt', 'ya', 'manusia'];['yarabbi', 'banyak', 'banget', 'iya', 'berita', 'perawat', 'atau', 'pasien', 'yang', 'postif', 'covid', 'ditolak', 'jenazahnya', 'waktu', 'mau', 'dimakamkan', 'gila', 'jahat', 'banget', 'iya', 'manusia'];['yarabbi', 'banget', 'iya', 'berita', 'perawat', 'pasien', 'postif', 'covid', 'ditolak', 'jenazahnya', 'dimakamkan', 'gila', 'jahat', 'banget', 'iya', 'manusia'];yarabbi banget iya berita perawat pasien postif covid ditolak jenazahnya dimakamkan gila jahat banget iya manusia;yarabbi banget iya berita awat pasien postif covid tolak jenazah makam gila jahat banget iya manusia
894;kita sebagai rakyat yang prihatin dan mahukan yang terbaik untuk negara akan ikut pkp utk banteras wabak covid-19!;1.0;rakyat prihatin mahukan baik negara pkp banteras wabak covid;kita sebagai rakyat yang prihatin dan mahukan yang terbaik untuk negara akan ikut pkp utk banteras wabak covid;['kita', 'sebagai', 'rakyat', 'yang', 'prihatin', 'dan', 'mahukan', 'yang', 'terbaik', 'untuk', 'negara', 'akan', 'ikut', 'pkp', 'utk', 'banteras', 'wabak', 'covid'];['kita', 'sebagai', 'rakyat', 'yang', 'prihatin', 'dan', 'mahukan', 'yang', 'terbaik', 'untuk', 'negara', 'akan', 'ikut', 'pkp', 'untuk', 'banteras', 'wabak', 'covid'];['rakyat', 'prihatin', 'mahukan', 'terbaik', 'negara', 'pkp', 'banteras', 'wabak', 'covid'];rakyat prihatin mahukan terbaik negara pkp banteras wabak covid;rakyat prihatin mahukan baik negara pkp banteras wabak covid
895;apa ini bisa diartikan untuk sembuh dari infeksi covid kita bisa makan tanah,dok ;-1.0;arti sembuh infeksi covid makan tanahdok;apa ini bisa diartikan untuk sembuh dari infeksi covid kita bisa makan tanahdok;['apa', 'ini', 'bisa', 'diartikan', 'untuk', 'sembuh', 'dari', 'infeksi', 'covid', 'kita', 'bisa', 'makan', 'tanahdok'];['apa', 'ini', 'bisa', 'diartikan', 'untuk', 'sembuh', 'dari', 'infeksi', 'covid', 'kita', 'bisa', 'makan', 'tanahdok'];['diartikan', 'sembuh', 'infeksi', 'covid', 'makan', 'tanahdok'];diartikan sembuh infeksi covid makan tanahdok;arti sembuh infeksi covid makan tanahdok
896;"Pobia COVID-19 mengalahkan pobia ""MANTAN"" para manteman yg gagal move on";0.0;pobia covid kalah pobia mantan manteman gagal move on;pobia covid mengalahkan pobia mantan para manteman yg gagal move on;['pobia', 'covid', 'mengalahkan', 'pobia', 'mantan', 'para', 'manteman', 'yg', 'gagal', 'move', 'on'];['pobia', 'covid', 'mengalahkan', 'pobia', 'mantan', 'para', 'manteman', 'yang', 'gagal', 'move', 'on'];['pobia', 'covid', 'mengalahkan', 'pobia', 'mantan', 'manteman', 'gagal', 'move', 'on'];pobia covid mengalahkan pobia mantan manteman gagal move on;pobia covid kalah pobia mantan manteman gagal move on
897;Kalo kata temen gue, masa covid gini semua anak Indigo jadi Indihome.;-1.0;teman covid gin anak indigo indihome;kalo kata temen gue masa covid gini semua anak indigo jadi indihome;['kalo', 'kata', 'temen', 'gue', 'masa', 'covid', 'gini', 'semua', 'anak', 'indigo', 'jadi', 'indihome'];['kalau', 'kata', 'teman', 'saya', 'masa', 'covid', 'gini', 'semua', 'anak', 'indigo', 'jadi', 'indihome'];['teman', 'covid', 'gini', 'anak', 'indigo', 'indihome'];teman covid gini anak indigo indihome;teman covid gin anak indigo indihome
898;Anggota Komisi II Minta Kepala Daerah Ambil Langkah Strategis Tangani Corona Covid-19;1.0;anggota komisi ii kepala daerah ambil langkah strategis tangan corona covid;anggota komisi ii minta kepala daerah ambil langkah strategis tangani corona covid;['anggota', 'komisi', 'ii', 'minta', 'kepala', 'daerah', 'ambil', 'langkah', 'strategis', 'tangani', 'corona', 'covid'];['anggota', 'komisi', 'ii', 'minta', 'kepala', 'daerah', 'ambil', 'langkah', 'strategis', 'tangani', 'corona', 'covid'];['anggota', 'komisi', 'ii', 'kepala', 'daerah', 'ambil', 'langkah', 'strategis', 'tangani', 'corona', 'covid'];anggota komisi ii kepala daerah ambil langkah strategis tangani corona covid;anggota komisi ii kepala daerah ambil langkah strategis tangan corona covid
899;Lama sangat cuti covid ni. Baik raya terus;0.0;cuti covid raya;lama sangat cuti covid ni baik raya terus;['lama', 'sangat', 'cuti', 'covid', 'ni', 'baik', 'raya', 'terus'];['lama', 'sangat', 'cuti', 'covid', 'ini', 'baik', 'raya', 'terus'];['cuti', 'covid', 'raya'];cuti covid raya;cuti covid raya
900;Seluruh negara di dunia mengalami masa sulit karena covid-19..Rakyat Indonesia bersatu, bahu membahu mendukung dan mendoakan Pemerintah agar Nusantara dapat melewati masa2 sulit ini. Bukankah Agama itu untuk membawa kita kepada kebaikan..Sadarlah kawan..;1.0;negara dunia alami sulit covidrakyat indonesia satu bahu bahu dukung doa perintah nusantara lewat sulit agama bawa kebaikansadarlah kawan;seluruh negara di dunia mengalami masa sulit karena covidrakyat indonesia bersatu bahu membahu mendukung dan mendoakan pemerintah agar nusantara dapat melewati masa sulit ini bukankah agama itu untuk membawa kita kepada kebaikansadarlah kawan;['seluruh', 'negara', 'di', 'dunia', 'mengalami', 'masa', 'sulit', 'karena', 'covidrakyat', 'indonesia', 'bersatu', 'bahu', 'membahu', 'mendukung', 'dan', 'mendoakan', 'pemerintah', 'agar', 'nusantara', 'dapat', 'melewati', 'masa', 'sulit', 'ini', 'bukankah', 'agama', 'itu', 'untuk', 'membawa', 'kita', 'kepada', 'kebaikansadarlah', 'kawan'];['seluruh', 'negara', 'di', 'dunia', 'mengalami', 'masa', 'sulit', 'karena', 'covidrakyat', 'indonesia', 'bersatu', 'bahu', 'membahu', 'mendukung', 'dan', 'mendoakan', 'pemerintah', 'agar', 'nusantara', 'dapat', 'melewati', 'masa', 'sulit', 'ini', 'bukankah', 'agama', 'itu', 'untuk', 'membawa', 'kita', 'kepada', 'kebaikansadarlah', 'kawan'];['negara', 'dunia', 'mengalami', 'sulit', 'covidrakyat', 'indonesia', 'bersatu', 'bahu', 'membahu', 'mendukung', 'mendoakan', 'pemerintah', 'nusantara', 'melewati', 'sulit', 'agama', 'membawa', 'kebaikansadarlah', 'kawan'];negara dunia mengalami sulit covidrakyat indonesia bersatu bahu membahu mendukung mendoakan pemerintah nusantara melewati sulit agama membawa kebaikansadarlah kawan;negara dunia alami sulit covidrakyat indonesia satu bahu bahu dukung doa perintah nusantara lewat sulit agama bawa kebaikansadarlah kawan
901;Setelah covid dan skripsi disaster selesai, mau bgt bljr masak2 lagi. Terutama bikin kueh;1.0;covid skripsi disaster selesai banget ajar masak kueh;setelah covid dan skripsi disaster selesai mau bgt bljr masak lagi terutama bikin kueh;['setelah', 'covid', 'dan', 'skripsi', 'disaster', 'selesai', 'mau', 'bgt', 'bljr', 'masak', 'lagi', 'terutama', 'bikin', 'kueh'];['setelah', 'covid', 'dan', 'skripsi', 'disaster', 'selesai', 'mau', 'banget', 'belajar', 'masak', 'lagi', 'terutama', 'membuat', 'kueh'];['covid', 'skripsi', 'disaster', 'selesai', 'banget', 'belajar', 'masak', 'kueh'];covid skripsi disaster selesai banget belajar masak kueh;covid skripsi disaster selesai banget ajar masak kueh
902;"Malam ini!! Projek ""BENDA BOLEH BINCANG"" 9 malam di FB Persatuan Belia Harmoni Malaysia ""COVID-19: IMPAK TERHADAP NEGARA, EKONOMI DAN MAHASISWA""Jangan lepaskan peluang ni. AKHLAK | KHIDMAT | UKHUWAH";0.0;malam proyek benda bincang malam fb satu belia harmoni malaysia covid impak negara ekonomi mahasiswajangan lepas peluang akhlak khidmat ukhuwah;malam ini projek benda boleh bincang malam di fb persatuan belia harmoni malaysia covid impak terhadap negara ekonomi dan mahasiswajangan lepaskan peluang ni akhlak khidmat ukhuwah;['malam', 'ini', 'projek', 'benda', 'boleh', 'bincang', 'malam', 'di', 'fb', 'persatuan', 'belia', 'harmoni', 'malaysia', 'covid', 'impak', 'terhadap', 'negara', 'ekonomi', 'dan', 'mahasiswajangan', 'lepaskan', 'peluang', 'ni', 'akhlak', 'khidmat', 'ukhuwah'];['malam', 'ini', 'proyek', 'benda', 'boleh', 'bincang', 'malam', 'di', 'fb', 'persatuan', 'belia', 'harmoni', 'malaysia', 'covid', 'impak', 'terhadap', 'negara', 'ekonomi', 'dan', 'mahasiswajangan', 'lepaskan', 'peluang', 'ini', 'akhlak', 'khidmat', 'ukhuwah'];['malam', 'proyek', 'benda', 'bincang', 'malam', 'fb', 'persatuan', 'belia', 'harmoni', 'malaysia', 'covid', 'impak', 'negara', 'ekonomi', 'mahasiswajangan', 'lepaskan', 'peluang', 'akhlak', 'khidmat', 'ukhuwah'];malam proyek benda bincang malam fb persatuan belia harmoni malaysia covid impak negara ekonomi mahasiswajangan lepaskan peluang akhlak khidmat ukhuwah;malam proyek benda bincang malam fb satu belia harmoni malaysia covid impak negara ekonomi mahasiswajangan lepas peluang akhlak khidmat ukhuwah
903;Pontang - panting di koyak covid 19;-1.0;pontang panting koyak covid;pontang panting di koyak covid;['pontang', 'panting', 'di', 'koyak', 'covid'];['pontang', 'panting', 'di', 'koyak', 'covid'];['pontang', 'panting', 'koyak', 'covid'];pontang panting koyak covid;pontang panting koyak covid
904;Masalahnya sekarang isu jangkitan covid. Alaaaa bosan laaa jangan laaa sebab barber geng2 nak buat duit nak menyusahkan. Dah dah laa tu . Cukup laaa nama seorang Doctor tapi tak leh pikiaq;-1.0;isu jangkit covid alaaaa bosan laaa laaa barber geng nak duit nak susah laa laaa nama doctor leh pikiaq;masalahnya sekarang isu jangkitan covid alaaaa bosan laaa jangan laaa sebab barber geng nak buat duit nak menyusahkan dah dah laa tu cukup laaa nama seorang doctor tapi tak leh pikiaq;['masalahnya', 'sekarang', 'isu', 'jangkitan', 'covid', 'alaaaa', 'bosan', 'laaa', 'jangan', 'laaa', 'sebab', 'barber', 'geng', 'nak', 'buat', 'duit', 'nak', 'menyusahkan', 'dah', 'dah', 'laa', 'tu', 'cukup', 'laaa', 'nama', 'seorang', 'doctor', 'tapi', 'tak', 'leh', 'pikiaq'];['masalahnya', 'sekarang', 'isu', 'jangkitan', 'covid', 'alaaaa', 'bosan', 'laaa', 'jangan', 'laaa', 'sebab', 'barber', 'geng', 'nak', 'buat', 'duit', 'nak', 'menyusahkan', 'sudah', 'sudah', 'laa', 'itu', 'cukup', 'laaa', 'nama', 'seorang', 'doctor', 'tapi', 'tak', 'leh', 'pikiaq'];['isu', 'jangkitan', 'covid', 'alaaaa', 'bosan', 'laaa', 'laaa', 'barber', 'geng', 'nak', 'duit', 'nak', 'menyusahkan', 'laa', 'laaa', 'nama', 'doctor', 'leh', 'pikiaq'];isu jangkitan covid alaaaa bosan laaa laaa barber geng nak duit nak menyusahkan laa laaa nama doctor leh pikiaq;isu jangkit covid alaaaa bosan laaa laaa barber geng nak duit nak susah laa laaa nama doctor leh pikiaq
